Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, Cable Facade - Corrosive Demon Alloy
appliedenergistics2:facade:0, Cable Facade - Destructive Demon Alloy
appliedenergistics2:facade:0, Cable Facade - Vengeful Demon Alloy
appliedenergistics2:facade:0, Cable Facade - Steadfast Demon Alloy
appliedenergistics2:facade:0, Cable Facade - Raw Stone Pillar
appliedenergistics2:facade:0, Cable Facade - Corrosive Stone Pillar
appliedenergistics2:facade:0, Cable Facade - Destructive Stone Pillar
appliedenergistics2:facade:0, Cable Facade - Vengeful Stone Pillar
appliedenergistics2:facade:0, Cable Facade - Steadfast Stone Pillar
appliedenergistics2:facade:0, Cable Facade - Accented Raw Stone Pillar
appliedenergistics2:facade:0, Cable Facade - Accented Corrosive Stone Pillar
appliedenergistics2:facade:0, Cable Facade - Accented Destructive Stone Pillar
appliedenergistics2:facade:0, Cable Facade - Accented Vengeful Stone Pillar
appliedenergistics2:facade:0, Cable Facade - Accented Steadfast Stone Pillar
appliedenergistics2:facade:0, Cable Facade - Raw Stone Pillar Cap
appliedenergistics2:facade:0, Cable Facade - Corrosive Stone Pillar Cap
appliedenergistics2:facade:0, Cable Facade - Destructive Stone Pillar Cap
appliedenergistics2:facade:0, Cable Facade - Vengeful Stone Pillar Cap
appliedenergistics2:facade:0, Cable Facade - Steadfast Stone Pillar Cap
appliedenergistics2:facade:0, Cable Facade - Raw Demon Eye
appliedenergistics2:facade:0, Cable Facade - Corrosive Demon Eye
appliedenergistics2:facade:0, Cable Facade - Destructive Demon Eye
appliedenergistics2:facade:0, Cable Facade - Vengeful Demon Eye
appliedenergistics2:facade:0, Cable Facade - Steadfast Demon Eye
appliedenergistics2:facade:0, Cable Facade - Kitchen Floor
appliedenergistics2:facade:0, Cable Facade - Pearl Block
appliedenergistics2:facade:0, Cable Facade - Pearl Brick
appliedenergistics2:facade:0, Cable Facade - Carved Pearl Block
appliedenergistics2:facade:0, Cable Facade - Chiseled Pearl Block
appliedenergistics2:facade:0, Cable Facade - TNT
appliedenergistics2:facade:0, Cable Facade - White Slime Block
appliedenergistics2:facade:0, Cable Facade - Orange Slime Block
appliedenergistics2:facade:0, Cable Facade - Magenta Slime Block
appliedenergistics2:facade:0, Cable Facade - Light Blue Slime Block
appliedenergistics2:facade:0, Cable Facade - Yellow Slime Block
appliedenergistics2:facade:0, Cable Facade - Lime Slime Block
appliedenergistics2:facade:0, Cable Facade - Pink Slime Block
appliedenergistics2:facade:0, Cable Facade - Gray Slime Block
appliedenergistics2:facade:0, Cable Facade - Light Gray Slime Block
appliedenergistics2:facade:0, Cable Facade - Cyan Slime Block
appliedenergistics2:facade:0, Cable Facade - Purple Slime Block
appliedenergistics2:facade:0, Cable Facade - Blue Slime Block
appliedenergistics2:facade:0, Cable Facade - Brown Slime Block
appliedenergistics2:facade:0, Cable Facade - Green Slime Block
appliedenergistics2:facade:0, Cable Facade - Red Slime Block
appliedenergistics2:facade:0, Cable Facade - Black Slime Block
appliedenergistics2:facade:0, Cable Facade - Wither Dust Block
appliedenergistics2:facade:0, Cable Facade - Wither Dust Bricks
appliedenergistics2:facade:0, Cable Facade - Carved Wither Dust Block
appliedenergistics2:facade:0, Cable Facade - Chiseled Wither Dust Block
appliedenergistics2:facade:0, Cable Facade - Corrupted Wither Dust Block
appliedenergistics2:facade:0, Cable Facade - Checkered Wither Dust Block
appliedenergistics2:facade:0, Cable Facade - Soot-covered Machine Casing
appliedenergistics2:facade:0, Cable Facade - Glitch Infused Block
appliedenergistics2:facade:0, Cable Facade - WyvernLair Stone
appliedenergistics2:facade:0, Cable Facade - OgreLair Stone
appliedenergistics2:facade:0, Cable Facade - WyvernLair Grass
appliedenergistics2:facade:0, Cable Facade - OgreLair Grass
appliedenergistics2:facade:0, Cable Facade - WyvernLair Dirt
appliedenergistics2:facade:0, Cable Facade - OgreLair Dirt
appliedenergistics2:facade:0, Cable Facade - WyvernLair Log
appliedenergistics2:facade:0, Cable Facade - OgreLair Log
appliedenergistics2:facade:0, Cable Facade - WyvernLair Wood Plank
appliedenergistics2:facade:0, Cable Facade - OgreLair Wood Plank
appliedenergistics2:facade:0, Cable Facade - Osmium Block
appliedenergistics2:facade:0, Cable Facade - Bronze Block
appliedenergistics2:facade:0, Cable Facade - Refined Obsidian
appliedenergistics2:facade:0, Cable Facade - Charcoal Block
appliedenergistics2:facade:0, Cable Facade - Refined Glowstone
appliedenergistics2:facade:0, Cable Facade - Steel Block
appliedenergistics2:facade:0, Cable Facade - Teleporter Frame
appliedenergistics2:facade:0, Cable Facade - Steel Casing
appliedenergistics2:facade:0, Cable Facade - Dynamic Tank
appliedenergistics2:facade:0, Cable Facade - Structural Glass
appliedenergistics2:facade:0, Cable Facade - Dynamic Valve
appliedenergistics2:facade:0, Cable Facade - Copper Block
appliedenergistics2:facade:0, Cable Facade - Tin Block
appliedenergistics2:facade:0, Cable Facade - Thermal Evaporation Controller
appliedenergistics2:facade:0, Cable Facade - Thermal Evaporation Valve
appliedenergistics2:facade:0, Cable Facade - Osmium Ore
appliedenergistics2:facade:0, Cable Facade - Copper Ore
appliedenergistics2:facade:0, Cable Facade - Tin Ore
appliedenergistics2:facade:0, Cable Facade - Obsidian TNT
appliedenergistics2:facade:0, Cable Facade - §8Black Plastic Block
appliedenergistics2:facade:0, Cable Facade - §cRed Plastic Block
appliedenergistics2:facade:0, Cable Facade - §2Green Plastic Block
appliedenergistics2:facade:0, Cable Facade - §6Brown Plastic Block
appliedenergistics2:facade:0, Cable Facade - §1Blue Plastic Block
appliedenergistics2:facade:0, Cable Facade - §5Purple Plastic Block
appliedenergistics2:facade:0, Cable Facade - §3Cyan Plastic Block
appliedenergistics2:facade:0, Cable Facade - §7Light Grey Plastic Block
appliedenergistics2:facade:0, Cable Facade - §8Grey Plastic Block
appliedenergistics2:facade:0, Cable Facade - §dPink Plastic Block
appliedenergistics2:facade:0, Cable Facade - §aLime Plastic Block
appliedenergistics2:facade:0, Cable Facade - §eYellow Plastic Block
appliedenergistics2:facade:0, Cable Facade - §9Light Blue Plastic Block
appliedenergistics2:facade:0, Cable Facade - §dMagenta Plastic Block
appliedenergistics2:facade:0, Cable Facade - §6Orange Plastic Block
appliedenergistics2:facade:0, Cable Facade - §fWhite Plastic Block
appliedenergistics2:facade:0, Cable Facade - §8Black Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §cRed Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §2Green Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §6Brown Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §1Blue Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §5Purple Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §3Cyan Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §7Light Grey Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §8Grey Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §dPink Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §aLime Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §eYellow Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §9Light Blue Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §dMagenta Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §6Orange Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §fWhite Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §8Black Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §cRed Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §2Green Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §6Brown Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §1Blue Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §5Purple Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §3Cyan Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §7Light Grey Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §8Grey Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §dPink Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §aLime Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §eYellow Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §9Light Blue Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §dMagenta Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §6Orange Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §fWhite Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §8Black Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §cRed Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §2Green Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §6Brown Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §1Blue Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §5Purple Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §3Cyan Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §7Light Grey Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §8Grey Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §dPink Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §aLime Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §eYellow Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §9Light Blue Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §dMagenta Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §6Orange Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §fWhite Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §8Black Plastic Road
appliedenergistics2:facade:0, Cable Facade - §cRed Plastic Road
appliedenergistics2:facade:0, Cable Facade - §2Green Plastic Road
appliedenergistics2:facade:0, Cable Facade - §6Brown Plastic Road
appliedenergistics2:facade:0, Cable Facade - §1Blue Plastic Road
appliedenergistics2:facade:0, Cable Facade - §5Purple Plastic Road
appliedenergistics2:facade:0, Cable Facade - §3Cyan Plastic Road
appliedenergistics2:facade:0, Cable Facade - §7Light Grey Plastic Road
appliedenergistics2:facade:0, Cable Facade - §8Grey Plastic Road
appliedenergistics2:facade:0, Cable Facade - §dPink Plastic Road
appliedenergistics2:facade:0, Cable Facade - §aLime Plastic Road
appliedenergistics2:facade:0, Cable Facade - §eYellow Plastic Road
appliedenergistics2:facade:0, Cable Facade - §9Light Blue Plastic Road
appliedenergistics2:facade:0, Cable Facade - §dMagenta Plastic Road
appliedenergistics2:facade:0, Cable Facade - §6Orange Plastic Road
appliedenergistics2:facade:0, Cable Facade - §fWhite Plastic Road
appliedenergistics2:facade:0, Cable Facade - Salt Block
appliedenergistics2:facade:0, Cable Facade - Molecular Exciter
appliedenergistics2:facade:0, Cable Facade - Phasing Block
appliedenergistics2:facade:0, Cable Facade - Phasing Block (inverted)
appliedenergistics2:facade:0, Cable Facade - Endorium Block
appliedenergistics2:facade:0, Cable Facade - Smooth End Stone
appliedenergistics2:facade:0, Cable Facade - End Stone Pillar
appliedenergistics2:facade:0, Cable Facade - Purpur Lamp
appliedenergistics2:facade:0, Cable Facade - Essence Ore
appliedenergistics2:facade:0, Cable Facade - Phantom Block
appliedenergistics2:facade:0, Cable Facade - Entropy End Stone
appliedenergistics2:facade:0, Cable Facade - Lormyte Stone
appliedenergistics2:facade:0, Cable Facade - Decorative Lormyte Stone
appliedenergistics2:facade:0, Cable Facade - Tungsten Block
appliedenergistics2:facade:0, Cable Facade - Tungsten Ore
appliedenergistics2:facade:0, Cable Facade - Runic Purpur Block
appliedenergistics2:facade:0, Cable Facade - End Magma
appliedenergistics2:facade:0, Cable Facade - Xorcite Cluster
appliedenergistics2:facade:0, Cable Facade - Chiseled End Bricks
appliedenergistics2:facade:0, Cable Facade - Alchemical Coal Block
appliedenergistics2:facade:0, Cable Facade - Mobius Fuel Block
appliedenergistics2:facade:0, Cable Facade - Aeternalis Fuel Block
appliedenergistics2:facade:0, Cable Facade - Dark Matter Block
appliedenergistics2:facade:0, Cable Facade - Red Matter Block
appliedenergistics2:facade:0, Cable Facade - Nova Catalyst
appliedenergistics2:facade:0, Cable Facade - Nova Cataclysm
appliedenergistics2:facade:0, Cable Facade - Block of Black Iron
appliedenergistics2:facade:0, Cable Facade - Block of Luminessence
appliedenergistics2:facade:0, Cable Facade - Block of Nether Stars
appliedenergistics2:facade:0, Cable Facade - Block of Crystaltine
appliedenergistics2:facade:0, Cable Facade - Block of The Ultimate
appliedenergistics2:facade:0, Cable Facade - Block of Ender
appliedenergistics2:facade:0, Cable Facade - Block of Ender Stars
appliedenergistics2:facade:0, Cable Facade - Block of Enhanced Ender
appliedenergistics2:facade:0, Cable Facade - Black Iron Frame
appliedenergistics2:facade:0, Cable Facade - Black Iron Lamp
appliedenergistics2:facade:0, Cable Facade - Black Iron Lamp
appliedenergistics2:facade:0, Cable Facade - Block of Black Iron
appliedenergistics2:facade:0, Cable Facade - Block of Black Iron
appliedenergistics2:facade:0, Cable Facade - Block of Black Iron
appliedenergistics2:facade:0, Cable Facade - Block of Black Iron
appliedenergistics2:facade:0, Cable Facade - Block of Black Iron
appliedenergistics2:facade:0, Cable Facade - Block of Black Iron
appliedenergistics2:facade:0, Cable Facade - Crafting Table
appliedenergistics2:facade:0, Cable Facade - Golem Head
appliedenergistics2:facade:0, Cable Facade - Yellorite Ore
appliedenergistics2:facade:0, Cable Facade - Anglesite Ore
appliedenergistics2:facade:0, Cable Facade - Benitoite Ore
appliedenergistics2:facade:0, Cable Facade - Yellorium Block
appliedenergistics2:facade:0, Cable Facade - Cyanite Block
appliedenergistics2:facade:0, Cable Facade - Graphite Block
appliedenergistics2:facade:0, Cable Facade - Blutonium Block
appliedenergistics2:facade:0, Cable Facade - Ludicrite Block
appliedenergistics2:facade:0, Cable Facade - Steel Block
appliedenergistics2:facade:0, Cable Facade - Flux Block
appliedenergistics2:facade:0, Cable Facade - Arcane Base Block
appliedenergistics2:facade:0, Cable Facade - Chiseled Arcane Base Block
appliedenergistics2:facade:0, Cable Facade - Dark Stone
appliedenergistics2:facade:0, Cable Facade - Dark Runestone
appliedenergistics2:facade:0, Cable Facade - Arcane Dark Stone
appliedenergistics2:facade:0, Cable Facade - Dark Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Carved Dark Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Runic Carved Dark Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Arcane Carved Dark Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Dark Nether Star Block
appliedenergistics2:facade:0, Cable Facade - Runestone
appliedenergistics2:facade:0, Cable Facade - Arcane Crystal Ore
appliedenergistics2:facade:0, Cable Facade - Arcane Crystal Block
appliedenergistics2:facade:0, Cable Facade - Arcane Gold Block
appliedenergistics2:facade:0, Cable Facade - Edelwood Planks
appliedenergistics2:facade:0, Cable Facade - Arcane Edelwood Planks
appliedenergistics2:facade:0, Cable Facade - Cherrywood Log
appliedenergistics2:facade:0, Cable Facade - Cherrywood
appliedenergistics2:facade:0, Cable Facade - Cherrywood Leaves
appliedenergistics2:facade:0, Cable Facade - Cherrywood Planks
appliedenergistics2:facade:0, Cable Facade - Carved Cherrywood Planks
appliedenergistics2:facade:0, Cable Facade - Mysterywood Log
appliedenergistics2:facade:0, Cable Facade - Mysterywood
appliedenergistics2:facade:0, Cable Facade - Mysterywood Leaves
appliedenergistics2:facade:0, Cable Facade - Mysterywood Planks
appliedenergistics2:facade:0, Cable Facade - Fossil
appliedenergistics2:facade:0, Cable Facade - Amber Ore
appliedenergistics2:facade:0, Cable Facade - Skull Block
appliedenergistics2:facade:0, Cable Facade - Skull Lantern
appliedenergistics2:facade:0, Cable Facade - Permafrost
appliedenergistics2:facade:0, Cable Facade - Iced Stone
appliedenergistics2:facade:0, Cable Facade - Dense Sand
appliedenergistics2:facade:0, Cable Facade - Ancient Stone
appliedenergistics2:facade:0, Cable Facade - Ancient Stone Brick
